City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kimberley,-28.7323,24.7623,9.64,38,0,6.55,ZA,1691014012
365,sandnessjoen,66.0217,12.6316,14.29,100,75,0.51,NO,1691014013
366,sharm el-sheikh,27.8518,34.305,31.3,49,0,2.2,EG,1691014013
367,malanville,11.8685,3.3899,28.36,67,100,3.26,BJ,1691014014
368,talas,38.6908,35.5538,17.37,55,0,2.06,TR,1691014014
369,aasiaat,68.7098,-52.8699,3.46,85,48,1.94,GL,1691014015
370,kananga,-5.8958,22.4178,23.76,27,40,1.39,CD,1691014015
371,nova vicosa,-17.8919,-39.3719,21.17,74,35,2.59,BR,1691014016
372,lorengau,-2.0226,147.2712,27.46,83,100,5.31,PG,1691014016
373,ceres,37.5949,-120.9577,34.33,28,0,3.6,US,1691014016
374,fremont,37.5483,-121.9886,30.35,63,0,8.23,US,1691014017
375,ciudad gustavo diaz ordaz,26.2333,-98.5833,38.9,41,28,0.89,MX,1691014017
376,karasburg,-28.0167,18.75,13.92,23,2,6.35,NA,1691014018
377,yakeshi,49.2833,120.7333,13.61,91,100,7.86,CN,1691014018
378,ishinomaki,38.4167,141.3,28.0,79,0,2.0,JP,1691013736
379,turner,44.2565,-70.2562,23.44,60,63,1.79,US,1691014019
380,abasolo,20.45,-101.5167,31.06,22,47,3.23,MX,1691014019
381,nuuk,64.1835,-51.7216,9.34,81,100,0.51,GL,1691014020
382,boa vista,2.8197,-60.6733,24.99,83,75,3.09,BR,1691014020
383,vila velha,-20.3297,-40.2925,21.64,80,0,0.51,BR,1691014021
384,boende,-0.2167,20.8667,23.34,89,100,1.39,CD,1691014022
385,imphal,24.8167,93.95,21.96,98,100,0.35,IN,1691014022
386,karagay,58.2667,54.9368,16.42,80,16,0.99,RU,1691014023
387,lodja,-3.4833,23.4333,23.04,53,24,1.5,CD,1691014024
388,ivanivka,46.7208,34.553,21.29,66,70,2.49,UA,1691014024
389,al jawf,29.5,38.75,28.97,20,0,4.95,SA,1691014025
390,qarah zia' od din,38.8915,45.0255,22.48,19,42,2.11,IR,1691014026
391,puerto baquerizo moreno,-0.9,-89.6,26.55,74,40,5.14,EC,1691014026
392,el bayadh,33.6832,1.0193,26.06,11,0,3.54,DZ,1691014027
393,charlottetown,46.2352,-63.1267,21.22,55,0,0.45,CA,1691014028
394,westport,41.1415,-73.3579,27.38,47,0,4.12,US,1691014029
395,polyarnyy,69.1989,33.4478,17.2,72,37,2.84,RU,1691014029
396,kingscliff,-28.2667,153.5667,15.96,88,100,3.09,AU,1691014029
397,kargasok,59.0556,80.8572,16.03,93,45,2.69,RU,1691014030
398,siavonga,-16.5382,28.7088,19.19,53,2,5.1,ZM,1691014030
399,dongsheng,39.8161,109.9776,24.53,70,83,5.45,CN,1691014031
400,togur,58.3631,82.8265,16.13,94,52,2.11,RU,1691014031
401,noumea,-22.2763,166.4572,21.11,99,94,6.55,NC,1691014032
402,aldan,58.6031,125.3894,12.67,69,100,0.19,RU,1691014032
403,mezdra,43.15,23.7,21.89,62,10,1.32,BG,1691014032
404,ta`u,-14.2336,-169.5144,27.39,77,31,6.27,AS,1691014033
405,oleksandrivka,48.9634,32.2349,19.22,89,100,0.4,UA,1691014034
406,isna,25.2934,32.554,35.08,17,1,4.11,EG,1691014034
407,alofi,-19.0595,-169.9187,22.53,85,100,11.65,NU,1691014035
408,chibougamau,49.9168,-74.3659,21.08,36,100,3.31,CA,1691014035
409,tofol,5.3248,163.0078,30.88,74,75,1.54,FM,1691014036
410,sabang,5.8933,95.3214,28.24,76,100,10.15,ID,1691014037
411,la asuncion,11.0333,-63.8628,28.27,76,24,5.02,VE,1691014037
412,kuningan,-6.9758,108.4831,19.43,95,41,2.64,ID,1691014038
413,kamennomostskoye,43.7372,43.0514,16.41,77,38,3.54,RU,1691014038
414,sinabang,2.4803,96.3801,26.21,81,99,1.65,ID,1691014038
415,nagqu,31.5,92.0,5.52,95,100,1.2,CN,1691013862
416,tindouf,27.6711,-8.1474,34.54,10,0,6.51,DZ,1691014039
417,safford,32.834,-109.7076,39.51,20,28,2.57,US,1691014039
418,al hufuf,25.3646,49.5653,35.94,14,0,4.51,SA,1691013867
419,rongelap,11.1635,166.8941,28.51,77,58,6.36,MH,1691014040
420,sarkand,45.41,79.9186,21.71,40,6,3.76,KZ,1691014041
421,kankan,10.3854,-9.3057,22.37,92,100,1.44,GN,1691014041
422,waingapu,-9.6567,120.2641,22.35,88,6,3.65,ID,1691014042
423,kidal,18.4411,1.4078,32.15,35,44,1.54,ML,1691014042
424,mahalapye,-23.1041,26.8142,12.39,60,64,4.53,BW,1691014043
425,uusikaupunki,60.8004,21.4084,17.0,89,30,8.56,FI,1691014043
426,bukama,-9.2,25.85,22.36,35,0,1.29,CD,1691014044
427,kachug,53.9606,105.8817,16.34,92,100,1.42,RU,1691014045
428,villa gesell,-37.2639,-56.973,11.14,69,66,9.04,AR,1691014045
429,bomdila,27.25,92.4,14.9,94,100,0.95,IN,1691014045
430,puerto deseado,-47.7503,-65.8938,4.25,66,18,3.51,AR,1691014046
431,uttar char fasson,22.2332,90.7132,27.92,83,100,6.83,BD,1691014046
432,novodvinsk,64.4165,40.8122,17.38,77,92,1.14,RU,1691014047
433,la passe,45.5549,-0.8967,18.88,75,12,9.83,FR,1691014047
434,gobabis,-22.45,18.9667,11.91,46,0,6.21,NA,1691014048
435,ocean city,39.2776,-74.5746,25.14,60,3,3.83,US,1691014048
436,port lincoln,-34.7333,135.8667,15.0,51,72,9.55,AU,1691014048
437,mohelnice,49.777,16.9195,21.32,75,97,1.97,CZ,1691014049
438,la dorada,5.4478,-74.6631,36.37,31,19,0.55,CO,1691014050
439,nishinoomote,30.7333,131.0,27.74,86,34,8.89,JP,1691014050
440,sault ste. marie,46.5168,-84.3333,25.16,69,40,4.63,CA,1691014052
441,san andres,12.5847,-81.7006,28.01,74,20,2.06,CO,1691014052
442,kyzyl-mazhalyk,51.1333,90.6,14.32,84,1,0.51,RU,1691014053
443,arauco,-37.2463,-73.3175,10.44,78,44,3.78,CL,1691014054
444,amahai,-3.3333,128.9167,24.54,89,69,1.22,ID,1691014054
445,laishevo,55.4046,49.5504,19.12,69,19,1.17,RU,1691014054
446,ad dabbah,18.05,30.95,35.02,36,54,3.29,SD,1691014055
447,wurzen,51.3667,12.7333,18.75,83,32,8.16,DE,1691014055
448,barcelos,41.5388,-8.6151,18.25,90,1,2.97,PT,1691014056
449,mata-utu,-13.2816,-176.1745,27.6,76,15,5.23,WF,1691013991
450,kencong,-8.2833,113.3667,21.46,95,18,0.45,ID,1691014056
451,itoman,26.1247,127.6694,26.01,94,75,13.89,JP,1691014057
452,malango,-2.9627,119.9001,17.68,95,47,1.04,ID,1691014057
453,wuwei,37.9281,102.6414,21.1,56,80,1.53,CN,1691014058
454,palmas,-10.2128,-48.3603,28.93,51,0,0.51,BR,1691014058
455,bouarfa,32.53,-1.95,31.2,13,1,5.93,MA,1691014058
456,kuanda,56.3161,116.0806,17.42,68,100,1.45,RU,1691014059
457,embi,48.8264,58.1442,23.41,45,0,4.88,KZ,1691014059
458,wewak,-3.5534,143.6268,25.68,89,49,3.47,PG,1691014060
459,arkalyk,50.2486,66.9114,20.85,54,8,2.36,KZ,1691014060
460,novyy urengoy,66.0833,76.6333,17.93,55,5,5.62,RU,1691014061
461,sainyabuli,19.25,101.75,22.46,100,100,0.77,LA,1691014061
462,tidjikja,18.5564,-11.4271,33.22,32,18,6.08,MR,1691014062
463,fale old settlement,-9.3852,-171.2468,27.94,77,89,5.69,TK,1691014062
464,biharamulo,-2.6319,31.3089,19.97,50,87,0.87,TZ,1691014063
465,akureyri,65.6835,-18.0878,10.89,83,100,0.96,IS,1691014064
466,fagersta,60.0042,15.7932,11.66,95,91,1.08,SE,1691014064
467,gelibolu,40.4103,26.6708,22.92,62,6,1.13,TR,1691014064
468,sambava,-14.2667,50.1667,22.17,78,99,5.58,MG,1691014065
469,taroa,8.7058,171.2275,28.09,78,99,5.75,MH,1691014065
470,den burg,53.0542,4.7972,17.2,95,75,5.14,NL,1691014066
471,dudinka,69.4058,86.1778,11.46,48,12,7.7,RU,1691014067
472,rotorua,-38.1387,176.2452,8.12,71,4,2.48,NZ,1691014067
473,monticello,45.3055,-93.7941,34.41,52,75,0.0,US,1691014067
474,bhadra,29.1167,75.1667,32.94,53,90,4.17,IN,1691014068
475,dhidhdhoo,6.8833,73.1,28.09,75,87,5.94,MV,1691014069
476,tobelo,1.7284,128.0095,25.78,84,97,2.67,ID,1691014069
477,ushtobe,45.2514,77.9838,23.46,43,10,3.2,KZ,1691014070
478,zakamensk,50.3741,103.2863,13.87,96,99,1.65,RU,1691014071
479,yunyang,33.4474,112.7142,24.97,92,0,1.36,CN,1691014071
480,khulm,36.6974,67.6983,31.25,17,0,4.17,AF,1691014072
481,chonchi,-42.6128,-73.8092,5.62,80,87,1.26,CL,1691014072
482,hohhot,40.8106,111.6522,22.08,90,33,1.1,CN,1691014073
483,martaban,16.5314,97.6111,25.98,88,100,5.34,MM,1691014073
484,galle,6.0367,80.217,26.28,86,35,5.63,LK,1691014074
485,kangding,30.0513,101.9603,13.37,92,63,1.37,CN,1691014074
486,ulsteinvik,62.3432,5.8487,16.06,88,30,1.79,NO,1691014075
487,corinto,37.9407,22.9573,26.05,67,0,2.52,GR,1691014075
488,qui nhon,13.7667,109.2333,26.01,78,100,2.74,VN,1691014054
489,salalah,17.0151,54.0924,26.05,100,100,4.63,OM,1691014076
490,farsan,32.2569,50.561,21.24,23,1,0.84,IR,1691014077
491,belyy yar,53.6039,91.3903,15.94,100,0,1.0,RU,1691014077
492,korla,41.7597,86.1469,28.55,20,1,5.28,CN,1691013917
493,coos bay,43.3665,-124.2179,27.4,72,0,4.63,US,1691014078
494,nuku'alofa,-21.1333,-175.2,23.19,78,75,6.69,TO,1691014079
495,gelendost,38.1208,31.0153,23.58,51,0,0.89,TR,1691014079
496,kingston,17.997,-76.7936,30.69,76,98,1.34,JM,1691014080
497,floro,61.5996,5.0328,15.98,82,20,4.12,NO,1691014080
498,bonny,4.4522,7.1681,24.84,79,50,4.11,NG,1691014081
499,praia da vitoria,38.7333,-27.0667,24.31,87,100,4.47,PT,1691014082
500,labrador city,52.9463,-66.9114,13.87,66,91,3.61,CA,1691014082
501,jabor,5.921,169.6434,28.26,74,39,2.26,MH,1691014083
502,laguna,38.421,-121.4238,33.38,40,0,4.12,US,1691014084
503,ciudad bolivar,8.1222,-63.5497,31.04,58,91,0.42,VE,1691014084
504,sorong,-0.8833,131.25,25.52,89,100,3.29,ID,1691014084
505,tenno,39.9,139.9667,25.56,76,100,3.46,JP,1691013851
506,palmer,42.1584,-72.3287,26.05,41,20,1.54,US,1691014085
507,barra de santo antonio,-9.4047,-35.5072,23.6,84,36,6.22,BR,1691014086
508,pacasmayo,-7.4006,-79.5714,22.11,73,3,6.37,PE,1691014086
509,tahlequah,35.9154,-94.97,40.12,31,0,4.12,US,1691014086
510,kilindoni,-7.9139,39.6668,24.56,82,29,9.34,TZ,1691014087
511,oulmes,33.4258,-6.0014,20.3,68,0,1.85,MA,1691014087
512,hirara,24.8,125.2833,25.15,100,75,25.72,JP,1691013925
513,yazman,29.1212,71.7446,34.52,47,1,7.78,PK,1691014088
514,huancayo,-12.0667,-75.2333,15.64,40,69,2.82,PE,1691014088
515,slave lake,55.2834,-114.769,20.72,53,100,1.2,CA,1691014089
516,gizo,-8.103,156.8419,26.57,83,97,4.17,SB,1691014090
517,itabaiana,-10.685,-37.4253,21.62,93,66,3.64,BR,1691014091
518,bodaybo,57.8506,114.1933,13.95,75,0,1.2,RU,1691014091
519,aldinga beach,-35.2793,138.4604,15.37,57,96,8.54,AU,1691014092
520,walla walla,46.0646,-118.343,34.71,19,0,2.57,US,1691014092
521,kostomuksha,64.571,30.5767,17.77,88,97,3.73,RU,1691014093
522,llanes,43.4198,-4.7549,19.31,79,97,7.27,ES,1691014093
523,kenai,60.5544,-151.2583,18.05,88,20,5.66,US,1691014093
524,hadibu,12.65,54.0333,26.34,82,47,9.84,YE,1691014094
525,general mosconi,-23.1851,-62.303,33.34,20,0,6.38,AR,1691014094
526,patterson,37.4716,-121.1297,32.79,16,13,1.22,US,1691014095
527,puerto ayacucho,5.6639,-67.6236,27.32,84,91,0.21,VE,1691014095
528,camapua,-19.5314,-54.0439,26.72,26,0,2.39,BR,1691014096
529,urangan,-25.3,152.9,19.96,60,55,7.92,AU,1691014096
530,baikonur,45.6167,63.3167,27.12,30,0,3.42,KZ,1691014097
531,mersa matruh,31.3525,27.2453,26.34,74,0,0.83,EG,1691014097
532,oum hadjer,13.2954,19.6966,27.98,61,80,2.56,TD,1691014098
533,kani keli,-12.9536,45.1033,23.59,72,58,7.78,YT,1691014098
534,freetown,8.484,-13.2299,25.49,84,100,3.19,SL,1691014098
535,sigli,5.3848,95.9609,26.62,71,100,2.07,ID,1691013805
536,posto fiscal rolim de moura,-13.0833,-62.2667,29.98,32,0,0.77,BR,1691014100
537,tateyama,34.9833,139.8667,27.34,83,3,5.36,JP,1691014100
538,verkhnevilyuysk,63.4453,120.3167,15.85,61,28,1.31,RU,1691014101
539,newman,37.3138,-121.0208,32.91,16,7,4.42,US,1691014101
540,sechura,-5.5569,-80.8222,25.49,61,19,6.82,PE,1691014101
541,huntingdon,52.3305,-0.1865,16.23,87,74,7.36,GB,1691014102
542,kristiansund,63.1115,7.732,15.03,88,40,3.6,NO,1691014102
543,juneau,58.3019,-134.4197,19.0,88,40,4.63,US,1691014103
544,les cayes,18.2,-73.75,30.53,61,99,3.07,HT,1691014103
545,geraldton,-28.7667,114.6,13.23,71,40,4.63,AU,1691014046
546,la breita,-4.2608,-80.8875,27.1,54,59,4.78,PE,1691014104
547,tsiombe,-25.3,45.4833,18.93,59,46,5.1,MG,1691014104
548,tuba city,36.135,-111.2399,20.78,61,69,15.85,US,1691014105
549,essaouira,31.5125,-9.77,20.76,88,0,9.13,MA,1691014105
550,guerrero negro,27.9769,-114.0611,28.13,51,4,7.23,MX,1691014106
551,opuwo,-18.0607,13.84,14.62,16,3,1.85,NA,1691014106
552,skeldon,5.8833,-57.1333,25.9,87,31,1.77,GY,1691014107
553,inyonga,-6.7167,32.0667,20.73,45,41,2.72,TZ,1691014107
554,kitimat,54.0524,-128.6534,24.27,49,35,4.47,CA,1691014108
555,saudarkrokur,65.7461,-19.6394,8.4,94,93,0.18,IS,1691014108
556,horta,38.5333,-28.6333,23.34,84,98,4.02,PT,1691014109
557,arkhara,49.4212,130.0842,18.38,70,97,2.45,RU,1691014109
558,boali,4.8005,18.1275,22.39,95,95,1.6,CF,1691014109
559,twon-brass,4.3151,6.2418,25.41,76,49,5.03,NG,1691014110
560,hasaki,35.7333,140.8333,30.17,85,0,5.73,JP,1691014110
561,faya-largeau,17.9257,19.1043,32.64,40,22,4.6,TD,1691014111
562,fortuna,40.5982,-124.1573,22.18,74,0,6.17,US,1691014111
563,aripuana,-9.1667,-60.6333,29.49,39,43,0.9,BR,1691014112
564,tayshet,55.9342,98.0044,16.94,91,100,0.65,RU,1691014112
565,flying fish cove,-10.4217,105.6791,23.82,94,100,4.12,CX,1691014113
566,petropavlovka,50.6114,105.3196,16.9,90,100,2.2,RU,1691014113
567,salbris,47.4242,2.0512,17.84,77,52,8.06,FR,1691014114
568,acarau,-2.8856,-40.12,25.69,85,16,7.25,BR,1691014114
569,selkirk,50.1436,-96.8845,32.26,23,19,5.02,CA,1691014114
570,san pedro,14.35,121.0167,25.66,97,100,0.89,PH,1691014115
571,rundu,-17.9333,19.7667,16.08,39,4,3.03,NA,1691014115
572,oranjemund,-28.55,16.4333,17.62,33,13,0.92,NA,1691014116
573,idri,27.5,13.2667,31.42,18,0,3.52,LY,1691014116
574,korsakov,46.6328,142.7813,16.91,99,100,1.54,RU,1691014116
575,aroma,15.8167,36.1333,30.86,51,74,6.69,SD,1691014117
576,prince rupert,54.3161,-130.3201,15.05,88,75,3.09,CA,1691014117
577,barrouallie,13.2333,-61.2667,27.17,79,18,4.34,VC,1691014118
578,azul,-36.777,-59.8585,11.01,48,28,4.72,AR,1691014091
579,yeniseysk,58.4497,92.1703,16.05,96,34,1.08,RU,1691014118
580,cockburn town,21.4612,-71.1419,28.91,78,92,4.4,TC,1691014119
581,arno,60.1167,18.6333,17.1,96,23,4.85,SE,1691014119
582,santa rosalia,27.3167,-112.2833,32.93,52,5,2.22,MX,1691014119
583,darwin,-12.4611,130.8418,21.99,94,5,1.54,AU,1691014120
